country,field,year,estimated_investment,complete
Denmark,Healthcare and Life Sciences,2023,19,True
France,NLP,2022,2,True
France,NLP,2023,135,True
Malaysia,Information Technology,2019,10,True
Netherlands,Community and Lifestyle,2023,0,True
Hungary,Biotechnology,2020,0,True
Singapore,Real estate,2022,17,True
Argentina,General purpose,2022,12,True
Brazil,Media and Entertainment,2021,10,True
Chile,"Sales, retail, commerce, marketing",2024,0,False
Czechia,Information Technology,2024,2,False
Egypt,All,2023,9,True
Lithuania,Information Technology,2016,0,True
Nigeria,Data and analytics,2016,50,True
Nigeria,Data and analytics,2018,8,True
Poland,Hardware,2019,3,True
Poland,Hardware,2024,2,False
Taiwan,Information Technology,2018,6,True
Switzerland,Energy and natural resources,2024,4,False
South Korea,NLP,2022,6,True
Sri Lanka,All,2019,1,True
South Africa,Information Technology,2021,7,True
Turkey,Media and Entertainment,2022,1,True
Belize,General purpose,2019,10,True
United Arab Emirates,Other,2019,6,True
Estonia,Gaming,2021,5,True
Tunisia,Software,2023,0,True
Tunisia,Data and analytics,2019,0,True
Romania,Privacy and Security,2021,4,True
El Salvador,Professional services,2021,0,True
Dominican Republic,General purpose,2022,0,True
Lithuania,Other,2024,1,False
Philippines,Lending and Investments,2020,0,True
Dominican Republic,Professional services,2021,0,True
Belgium,Manufacturing,2022,13,True
Vietnam,Real estate,2022,0,True
Ecuador,Education,2023,0,True
Belize,Professional services,2022,20,True
Algeria,Software,2022,0,True
Portugal,Gaming,2022,0,True
Portugal,Education,2023,2,True
Thailand,Education,2022,0,True
Sri Lanka,Finance,2022,0,True
Vietnam,Energy and natural resources,2023,0,True
Vietnam,Sports,2023,0,True
Côte d'Ivoire,Software,2023,0,True
Zimbabwe,Finance,2024,1,False
United Arab Emirates,Energy and natural resources,2021,0,True
United Arab Emirates,Computer Vision,2022,0,True
United Arab Emirates,Telecommunications,2017,1,True
Argentina,"Mobile, platforms & Internet services",2021,2,True
Argentina,Finance,2020,12,True
Austria,Transportation,2018,0,True
Austria,Education,2018,1,True
Austria,Education,2023,5,True
Austria,Education,2024,2,False
Austria,Other,2019,0,True
Austria,NLP,2023,0,True
Austria,Real estate,2021,8,True
Belgium,Energy and natural resources,2015,10,True
Bangladesh,Agriculture,2023,0,True
Bulgaria,Finance,2021,0,True
Bulgaria,Sports,2023,0,True
Bulgaria,All,2018,13,True
Bulgaria,Other,2019,2,True
Bulgaria,Information Technology,2014,0,True
Botswana,Software,2015,1,True
Canada,"Military, public safety and government",2014,5,True
Canada,Sports,2018,4,True
Switzerland,"Military, public safety and government",2022,3,True
Chile,"Mobile, platforms & Internet services",2022,2,True
Chile,Media and Entertainment,2014,0,True
Chile,Transportation,2014,0,True
Chile,Information Technology,2021,2,True
China (mainland),Navigation and mapping,2023,5,True
Colombia,Transportation,2018,0,True
Cayman Islands (the),All,2018,9,True
Cayman Islands (the),Data and analytics,2017,2,True
Czechia,Professional services,2022,17,True
Germany,Gaming,2023,2,True
Germany,Simulation,2021,53,True
Denmark,Consumer goods,2016,3,True
Denmark,Biotechnology,2021,0,True
Denmark,Biotechnology,2022,6,True
Denmark,Transportation,2024,98,False
Egypt,Community and Lifestyle,2019,0,True
Spain,Agriculture,2023,4,True
Spain,Cyber Security,2015,0,True
Spain,Sports,2021,5,True
Spain,Speech Recognition,2024,15,False
Estonia,Privacy and Security,2015,0,True
Estonia,"Sales, retail, commerce, marketing",2022,1,True
Estonia,Cyber Security,2022,25,True
Finland,Media and Entertainment,2020,10,True
Finland,Media and Entertainment,2022,0,True
Finland,Finance,2021,0,True
France,Semiconductor,2024,1,False
Hungary,Consumer goods,2014,0,True
Hungary,Transportation,2016,1,True
Hungary,Agriculture,2021,4,True
Ireland,Robotics,2020,0,True
Ireland,Energy and natural resources,2021,1,True
Ireland,Healthcare and Life Sciences,2018,0,True
Ireland,Lending and Investments,2020,2,True
Ireland,Gaming,2020,0,True
Israel,Navigation and mapping,2016,2,True
Israel,Navigation and mapping,2022,11,True
Italy,Agriculture,2023,2,True
Italy,Consumer goods,2022,0,True
Italy,Computer Vision,2019,1,True
Japan,Telecommunications,2016,11,True
Japan,Cyber Security,2021,3,True
Kazakhstan,Healthcare and Life Sciences,2023,1,True
Lebanon,Professional services,2018,0,True
Sri Lanka,Software,2021,0,True
Luxembourg,Energy and natural resources,2023,2,True
Luxembourg,"Sales, retail, commerce, marketing",2016,0,True
Latvia,Consumer goods,2018,8,True
Mexico,Agriculture,2022,0,True
Mexico,"Sales, retail, commerce, marketing",2021,2,True
Mexico,Privacy and Security,2023,29,True
Mexico,Professional services,2020,4,True
Mexico,Hardware,2024,1,False
Malta,Data and analytics,2018,0,True
Malaysia,"Mobile, platforms & Internet services",2020,8,True
Malaysia,Transportation,2018,0,True
Nigeria,Education,2020,1,True
Nigeria,Lending and Investments,2017,0,True
Nigeria,Agriculture,2019,0,True
Netherlands,Lending and Investments,2015,0,True
Netherlands,Telecommunications,2018,2,True
Norway,Community and Lifestyle,2022,1,True
New Zealand,Education,2022,7,True
New Zealand,Consumer goods,2022,1,True
Oman,All,2019,0,True
Pakistan,Transportation,2021,0,True
Pakistan,"Sales, retail, commerce, marketing",2019,0,True
Pakistan,General purpose,2014,0,True
Philippines,Software,2022,8,True
Poland,Robotics,2023,2,True
Poland,Biotechnology,2023,2,True
Poland,Telecommunications,2021,5,True
Poland,NLP,2023,0,True
Portugal,Community and Lifestyle,2020,0,True
Portugal,Robotics,2017,0,True
Romania,Media and Entertainment,2018,0,True
Russia,Manufacturing,2019,3,True
Russia,Finance,2021,2,True
Saudi Arabia,Agriculture,2022,5,True
Saudi Arabia,Healthcare and Life Sciences,2017,1,True
Singapore,Speech Recognition,2020,2,True
Serbia,NLP,2020,0,True
Serbia,Professional services,2023,0,True
Slovakia,Professional services,2020,2,True
Slovakia,"Sales, retail, commerce, marketing",2022,1,True
Slovenia,Information Technology,2014,0,True
Slovenia,Hardware,2016,0,True
Sweden,NLP,2015,1,True
Sweden,Navigation and mapping,2017,0,True
Thailand,Information Technology,2016,0,True
Thailand,All,2024,43,False
Thailand,Media and Entertainment,2018,0,True
Tunisia,Agriculture,2021,0,True
Turkey,Transportation,2015,0,True
Turkey,Real estate,2020,0,True
Taiwan,Other,2020,1,True
Uganda,General purpose,2022,0,True
Ukraine,Other,2018,0,True
Ukraine,Data and analytics,2019,7,True
Vietnam,"Sales, retail, commerce, marketing",2023,0,True
South Africa,NLP,2020,52,True
Zimbabwe,Software,2024,1,False
Australia,Data and analytics,2024,333,False
Australia,General purpose,2015,2,True
Australia,Transportation,2020,5,True
Austria,Data and analytics,2015,74,True
Austria,Software,2019,91,True
Austria,Information Technology,2015,74,True
Belgium,Finance,2024,5,False
Brazil,General purpose,2018,85,True
Brazil,Data and analytics,2019,198,True
Canada,Education,2015,3,True
Canada,Other,2021,126,True
Canada,Hardware,2023,181,True
Canada,Energy and natural resources,2019,105,True
Canada,All,2020,1897,True
Canada,All,2022,22080,True
Canada,Software,2016,624,True
Switzerland,Robotics,2016,2,True
Switzerland,Hardware,2018,108,True
Switzerland,Hardware,2021,203,True
Switzerland,Professional services,2023,3,True
Switzerland,General purpose,2024,899,False
Switzerland,Privacy and Security,2021,146,True
China (mainland),"Mobile, platforms & Internet services",2023,444,True
China (mainland),Data and analytics,2021,6318,True
China (mainland),"Sales, retail, commerce, marketing",2017,84,True
Colombia,General purpose,2021,8,True
Czechia,Software,2015,1,True
Germany,Finance,2022,84,True
Germany,Privacy and Security,2015,2,True
Germany,Lending and Investments,2015,215,True
Germany,Community and Lifestyle,2021,167,True
Spain,Professional services,2022,1882,True
Estonia,All,2022,155,True
Estonia,Information Technology,2021,40,True
Finland,"Sales, retail, commerce, marketing",2015,109,True
France,Information Technology,2022,1139,True
France,Robotics,2015,8,True
France,Real estate,2014,7,True
United Kingdom,Navigation and mapping,2015,3,True
United Kingdom,NLP,2018,57,True
United Kingdom,Data and analytics,2024,3065,False
United Kingdom,Software,2015,572,True
United Kingdom,Software,2022,3125,True
United Kingdom,"Sales, retail, commerce, marketing",2017,180,True
United Kingdom,Other,2021,366,True
Greece,Data and analytics,2017,2,True
Hungary,"Mobile, platforms & Internet services",2024,1,False
Hungary,All,2022,125,True
Hungary,Hardware,2017,0,True
India,Education,2018,23,True
India,All,2022,4148,True
Ireland,Data and analytics,2014,43,True
Ireland,Community and Lifestyle,2024,2,False
Israel,Professional services,2024,974,False
Israel,Transportation,2015,25,True
Israel,Computer Vision,2019,38,True
Japan,Other,2016,15,True
Japan,"Mobile, platforms & Internet services",2018,119,True
Japan,Media and Entertainment,2021,61,True
Japan,All,2016,881,True
South Korea,Hardware,2022,215,True
South Korea,"Mobile, platforms & Internet services",2016,51,True
South Korea,"Mobile, platforms & Internet services",2018,32,True
South Korea,Consumer goods,2023,14,True
Latvia,Software,2020,3,True
Latvia,All,2017,4,True
Malaysia,All,2019,77,True
Netherlands,Hardware,2020,125,True
Netherlands,All,2018,1660,True
Norway,Software,2018,282,True
Norway,General purpose,2017,71,True
Poland,General purpose,2022,114,True
Poland,All,2019,99,True
Portugal,Hardware,2020,2,True
Russia,All,2020,23,True
Russia,Software,2015,2,True
Russia,Information Technology,2017,5,True
Saudi Arabia,All,2014,2,True
Singapore,Finance,2019,62,True
Singapore,General purpose,2022,974,True
Singapore,Cyber Security,2017,5,True
Singapore,All,2014,39,True
Slovakia,Software,2019,2,True
Slovakia,Software,2023,21,True
Sweden,General purpose,2021,11228,True
Turkey,Information Technology,2015,0,True
Turkey,All,2024,131,False
Ukraine,All,2023,6,True
United States,Sports,2014,135,True
United States,"Military, public safety and government",2015,380,True
United States,Speech Recognition,2015,10,True
United States,Media and Entertainment,2018,2806,True
United States,Manufacturing,2016,315,True
United States,Hardware,2020,12572,True
United States,Other,2018,3004,True
South Africa,Software,2019,193,True
Peru,All,2023,2,True
Peru,Data and analytics,2018,0,True
Singapore,NLP,2017,2,True
Argentina,All,2017,5,True
Brazil,Transportation,2021,9,True
Italy,Healthcare and Life Sciences,2018,4,True
Netherlands,NLP,2024,3,False
Poland,Finance,2014,6,True
Saudi Arabia,Hardware,2022,0,True
United Arab Emirates,General purpose,2021,813,True
Australia,Media and Entertainment,2020,2,True
Australia,Energy and natural resources,2018,2,True
Belgium,Healthcare and Life Sciences,2022,6,True
Belgium,Media and Entertainment,2019,84,True
Switzerland,Other,2022,3,True
Germany,Telecommunications,2017,2,True
Denmark,Hardware,2021,8,True
Spain,Consumer goods,2018,0,True
Finland,Hardware,2017,23,True
Israel,Biotechnology,2016,16,True
Japan,Privacy and Security,2015,1,True
South Korea,Finance,2018,10,True
South Korea,Finance,2022,272,True
Netherlands,Computer Vision,2018,7,True
Saudi Arabia,"Sales, retail, commerce, marketing",2018,0,True
Turkey,"Sales, retail, commerce, marketing",2016,2,True
Denmark,Healthcare and Life Sciences,2016,0,True
Netherlands,Community and Lifestyle,2021,3,True
Thailand,General purpose,2020,3,True
Thailand,Data and analytics,2018,1,True
Finland,Real estate,2017,4,True
Mexico,Lending and Investments,2015,4,True
Malaysia,Hardware,2017,0,True
Malaysia,Hardware,2022,15,True
South Africa,Hardware,2020,68,True
Australia,Robotics,2021,1,True
Brazil,Energy and natural resources,2016,0,True
Brazil,Sports,2020,1,True
China (mainland),Semiconductor,2021,394,True
Germany,Navigation and mapping,2017,3,True
India,Speech Recognition,2024,1,False
Kenya,Data and analytics,2019,13,True
South Korea,"Sales, retail, commerce, marketing",2021,24,True
Lithuania,Data and analytics,2023,35,True
Nigeria,Data and analytics,2021,2,True
Turkey,Professional services,2018,0,True
United Arab Emirates,Speech Recognition,2017,1,True
Uruguay,Consumer goods,2017,0,True
Denmark,Agriculture,2024,6,False
Finland,Agriculture,2023,2,True
India,Cyber Security,2021,6,True
Israel,Semiconductor,2017,15,True
Italy,Other,2021,3,True
Kenya,"Mobile, platforms & Internet services",2024,0,False
Nigeria,Finance,2017,0,True
Norway,Finance,2018,14,True
South Africa,Information Technology,2023,5,True
United Arab Emirates,"Military, public safety and government",2018,1,True
Bangladesh,All,2022,0,True
Estonia,Transportation,2023,1,True
Malaysia,"Sales, retail, commerce, marketing",2021,62,True
Poland,Real estate,2022,3,True
Argentina,Healthcare and Life Sciences,2019,1,True
Kazakhstan,Data and analytics,2021,1,True
Saudi Arabia,Other,2019,1,True
United Arab Emirates,Navigation and mapping,2019,0,True
New Zealand,Computer Vision,2020,3,True
Bahrain,Biotechnology,2020,0,True
Peru,Robotics,2022,0,True
Greece,Professional services,2021,0,True
Colombia,Education,2021,0,True
Ghana,Other,2022,0,True
Luxembourg,Sports,2021,0,True
Argentina,Community and Lifestyle,2022,0,True
Bulgaria,Cyber Security,2022,0,True
Poland,Agriculture,2023,0,True
United Arab Emirates,Computer Vision,2018,1,True
United Arab Emirates,Community and Lifestyle,2022,2,True
United Arab Emirates,Community and Lifestyle,2024,7,False
Argentina,"Mobile, platforms & Internet services",2016,0,True
Argentina,Hardware,2022,2,True
Australia,Sports,2022,19,True
Austria,Other,2018,0,True
Austria,NLP,2014,1,True
Austria,Privacy and Security,2024,336,False
Belgium,Speech Recognition,2018,0,True
Bulgaria,Information Technology,2017,0,True
Bermuda,Data and analytics,2024,13,False
Brazil,"Military, public safety and government",2015,1,True
Brazil,Privacy and Security,2016,0,True
Botswana,Finance,2014,1,True
Canada,Semiconductor,2017,0,True
Canada,"Military, public safety and government",2019,0,True
Switzerland,Facial Recognition,2015,368,True
Chile,NLP,2018,1,True
Chile,Gaming,2015,0,True
Chile,Real estate,2021,0,True
China (mainland),"Military, public safety and government",2015,245,True
Colombia,Professional services,2018,0,True
Colombia,Speech Recognition,2021,1,True
Colombia,Information Technology,2015,0,True
Colombia,"Sales, retail, commerce, marketing",2014,0,True
Cayman Islands (the),Software,2021,2,True
Czechia,Cyber Security,2017,2,True
Germany,Semiconductor,2021,4,True
Denmark,NLP,2017,15,True
Denmark,Media and Entertainment,2022,1,True
Spain,Facial Recognition,2021,15,True
Estonia,"Sales, retail, commerce, marketing",2024,1,False
Estonia,Education,2015,3,True
Estonia,Energy and natural resources,2021,1,True
Finland,Media and Entertainment,2024,2,False
Ghana,Finance,2019,0,True
Greece,"Sales, retail, commerce, marketing",2015,0,True
Croatia,"Mobile, platforms & Internet services",2024,3,False
Croatia,Robotics,2016,3,True
Croatia,Information Technology,2022,362,True
Hungary,Agriculture,2018,0,True
Indonesia,Hardware,2017,2,True
Ireland,Privacy and Security,2022,24,True
Iceland,Professional services,2015,0,True
Iceland,Lending and Investments,2022,1,True
Israel,Navigation and mapping,2023,1,True
Italy,Real estate,2018,1,True
Italy,NLP,2017,1,True
Italy,Computer Vision,2014,1,True
Jordan,All,2020,0,True
Japan,Consumer goods,2023,280,True
Kenya,Energy and natural resources,2017,0,True
Kenya,Energy and natural resources,2022,0,True
Lebanon,General purpose,2014,0,True
Sri Lanka,Data and analytics,2019,1,True
Sri Lanka,Gaming,2019,1,True
Luxembourg,Data and analytics,2024,22,False
Luxembourg,General purpose,2015,0,True
Luxembourg,General purpose,2016,0,True
Luxembourg,"Sales, retail, commerce, marketing",2023,1,True
Mexico,Robotics,2024,1,False
Mexico,Transportation,2020,2,True
Mexico,Other,2021,4,True
Mongolia,Other,2022,0,True
Malaysia,Healthcare and Life Sciences,2019,0,True
Nigeria,"Mobile, platforms & Internet services",2018,5,True
Norway,Other,2023,2,True
Norway,"Military, public safety and government",2019,0,True
Norway,Consumer goods,2024,4,False
Norway,Energy and natural resources,2023,1,True
Norway,Real estate,2019,4,True
New Zealand,Healthcare and Life Sciences,2021,2,True
New Zealand,Hardware,2022,4,True
Oman,Data and analytics,2024,1,False
Pakistan,All,2014,0,True
Pakistan,Hardware,2022,1,True
Poland,Sports,2017,1,True
Poland,"Military, public safety and government",2020,2,True
Poland,Consumer goods,2023,2,True
Romania,Professional services,2024,1,False
Romania,"Mobile, platforms & Internet services",2023,11,True
Russia,Healthcare and Life Sciences,2019,2,True
Singapore,Speech Recognition,2023,6,True
Singapore,Telecommunications,2022,2,True
Singapore,Semiconductor,2022,25,True
Serbia,General purpose,2020,0,True
Serbia,Software,2018,0,True
Serbia,Software,2019,0,True
Slovenia,Professional services,2017,4,True
Sweden,Manufacturing,2020,3,True
Seychelles,All,2023,50,True
Thailand,Hardware,2024,0,False
Thailand,All,2022,11,True
Tunisia,Agriculture,2022,0,True
Turkey,NLP,2020,0,True
Taiwan,"Mobile, platforms & Internet services",2022,5,True
Taiwan,Biotechnology,2017,0,True
Ukraine,Hardware,2019,2,True
South Africa,Privacy and Security,2021,0,True
South Africa,Agriculture,2019,2,True
Zambia,Software,2021,0,True
Slovenia,Data and analytics,2014,0,True
Sweden,Media and Entertainment,2019,2,True
Australia,Transportation,2022,51,True
Australia,Healthcare and Life Sciences,2018,8,True
Austria,Software,2017,8,True
Austria,General purpose,2024,549,False
Belgium,Hardware,2017,1,True
Belgium,"Sales, retail, commerce, marketing",2015,9,True
Belgium,"Mobile, platforms & Internet services",2024,88,False
Belgium,Information Technology,2016,2,True
Belgium,Information Technology,2020,228,True
Belgium,All,2014,27,True
Brazil,General purpose,2014,6,True
Brazil,"Sales, retail, commerce, marketing",2017,89,True
Canada,Education,2021,3,True
Canada,Education,2023,25,True
Canada,Finance,2016,74,True
Canada,Computer Vision,2020,33,True
Canada,Consumer goods,2023,137,True
Canada,Information Technology,2015,80,True
Canada,"Mobile, platforms & Internet services",2017,78,True
Canada,Real estate,2023,51,True
Switzerland,Hardware,2019,211,True
Switzerland,Media and Entertainment,2017,7,True
Switzerland,All,2019,538,True
Chile,Data and analytics,2022,11,True
China (mainland),Finance,2014,5,True
China (mainland),All,2019,7565,True
China (mainland),Education,2014,13,True
China (mainland),Education,2017,133,True
China (mainland),Biotechnology,2018,80,True
China (mainland),Data and analytics,2014,687,True
China (mainland),Data and analytics,2024,4740,False
China (mainland),"Sales, retail, commerce, marketing",2022,169,True
Colombia,General purpose,2019,2,True
Cyprus,All,2018,3,True
Cyprus,All,2023,0,True
Germany,Finance,2024,55,False
Germany,All,2020,1752,True
Germany,Data and analytics,2015,463,True
Germany,NLP,2019,8,True
Spain,Computer Vision,2023,5,True
Spain,Manufacturing,2017,1,True
Spain,Software,2015,26,True
Spain,Professional services,2023,186,True
Spain,Healthcare and Life Sciences,2020,118,True
Finland,All,2017,80,True
France,Biotechnology,2019,9,True
France,Energy and natural resources,2018,15,True
France,Information Technology,2014,978,True
France,Professional services,2021,204,True
France,Manufacturing,2016,8,True
France,Manufacturing,2024,69,False
France,Healthcare and Life Sciences,2023,295,True
France,Education,2022,201,True
United Kingdom,Telecommunications,2024,64,False
United Kingdom,General purpose,2015,454,True
United Kingdom,Sports,2023,49,True
United Kingdom,Biotechnology,2023,99,True
United Kingdom,Media and Entertainment,2018,128,True
United Kingdom,Agriculture,2023,28,True
United Kingdom,Information Technology,2024,1237,False
United Kingdom,Hardware,2023,421,True
United Kingdom,Privacy and Security,2018,40,True
Hungary,Data and analytics,2015,344,True
India,General purpose,2022,1886,True
India,Transportation,2020,10,True
India,Privacy and Security,2020,2,True
Ireland,Data and analytics,2023,219,True
Ireland,Professional services,2023,1,True
Ireland,"Mobile, platforms & Internet services",2020,13,True
Iceland,Software,2023,4,True
Iceland,Data and analytics,2024,3,False
Israel,Hardware,2014,30,True
Israel,Software,2016,316,True
Israel,Manufacturing,2014,5,True
Israel,Data and analytics,2023,1481,True
Israel,Sports,2020,39,True
Israel,Sports,2024,18,False
Italy,General purpose,2022,48,True
Italy,Software,2017,8,True
Italy,All,2023,188,True
Japan,Healthcare and Life Sciences,2024,49,False
Japan,Professional services,2016,627,True
Japan,All,2018,896,True
Japan,"Sales, retail, commerce, marketing",2020,58,True
South Korea,Community and Lifestyle,2021,1746,True
South Korea,Computer Vision,2017,3,True
South Korea,All,2020,1019,True
South Korea,All,2024,1302,False
Latvia,All,2016,0,True
Latvia,All,2020,5,True
Latvia,Information Technology,2022,1,True
Netherlands,Software,2014,21,True
Netherlands,Software,2020,344,True
Norway,All,2022,227,True
Norway,General purpose,2016,14,True
Poland,Software,2020,113,True
Portugal,Information Technology,2015,5,True
Russia,Software,2020,13,True
Russia,General purpose,2014,0,True
Singapore,Privacy and Security,2024,15,False
Singapore,Hardware,2020,58,True
Turkey,Information Technology,2022,6,True
Turkey,Data and analytics,2020,4,True
Ukraine,Software,2021,4,True
United States,Privacy and Security,2018,5106,True
United States,"Mobile, platforms & Internet services",2014,2577,True
United States,Consumer goods,2024,2391,False
United States,Manufacturing,2017,775,True
United States,"Sales, retail, commerce, marketing",2015,2179,True
United States,Real estate,2016,281,True
United States,All,2016,21091,True
United States,Navigation and mapping,2015,18,True
South Africa,"Mobile, platforms & Internet services",2021,33,True
Singapore,NLP,2021,8,True
Argentina,Data and analytics,2022,13,True
Argentina,Information Technology,2024,1,False
Canada,Robotics,2016,4,True
Italy,Healthcare and Life Sciences,2017,0,True
Netherlands,Consumer goods,2017,124,True
United Arab Emirates,General purpose,2015,0,True
United Arab Emirates,Software,2022,194,True
Australia,Professional services,2019,36,True
Austria,Healthcare and Life Sciences,2021,63,True
Belgium,Healthcare and Life Sciences,2024,84,False
Canada,Telecommunications,2019,1,True
China (mainland),Lending and Investments,2018,41,True
China (mainland),Lending and Investments,2023,28,True
Czechia,General purpose,2017,6,True
Denmark,"Mobile, platforms & Internet services",2019,2,True
Denmark,Hardware,2024,7,False
Denmark,Data and analytics,2017,51,True
Spain,Consumer goods,2022,20,True
Netherlands,Privacy and Security,2018,103,True
Netherlands,Energy and natural resources,2021,11,True
Norway,Healthcare and Life Sciences,2017,3,True
Singapore,Transportation,2015,8,True
Turkey,Finance,2020,1,True
Turkey,Hardware,2022,5,True
South Africa,Finance,2016,0,True
Croatia,General purpose,2019,1,True
Switzerland,Real estate,2019,0,True
Hungary,Healthcare and Life Sciences,2023,6,True
South Korea,Privacy and Security,2023,13,True
Mexico,Lending and Investments,2023,20,True
Saudi Arabia,Finance,2021,13,True
South Africa,Hardware,2018,1,True
Australia,Robotics,2020,0,True
Brazil,Energy and natural resources,2022,2,True
Germany,Navigation and mapping,2018,4,True
Egypt,All,2021,36,True
Indonesia,Information Technology,2018,29,True
India,Speech Recognition,2022,41,True
India,Robotics,2023,6,True
Israel,"Military, public safety and government",2023,10,True
Kenya,Information Technology,2024,5,False
Nigeria,General purpose,2022,3,True
Nigeria,Data and analytics,2017,0,True
Norway,Lending and Investments,2017,2,True
United Arab Emirates,Hardware,2023,2,True
Belgium,Computer Vision,2023,0,True
India,Cyber Security,2023,4,True
Israel,Semiconductor,2021,40,True
Switzerland,Telecommunications,2020,3,True
Chile,Agriculture,2019,0,True
Nigeria,NLP,2019,0,True
Russia,Biotechnology,2019,1,True
Vietnam,"Mobile, platforms & Internet services",2019,1,True
Thailand,Manufacturing,2021,4,True
Romania,Cyber Security,2021,4,True
Vietnam,Consumer goods,2020,1,True
Dominican Republic,Software,2020,0,True
Uruguay,Data and analytics,2020,2,True
Slovenia,Computer Vision,2020,1,True
Panama,All,2021,1,True
Peru,Finance,2021,0,True
Colombia,Energy and natural resources,2022,6,True
Zambia,"Mobile, platforms & Internet services",2021,0,True
Egypt,Lending and Investments,2022,0,True
Poland,Agriculture,2022,0,True
Sri Lanka,Finance,2023,0,True
Ghana,Lending and Investments,2022,10,True
Bangladesh,Privacy and Security,2023,0,True
Kuwait,Transportation,2023,4,True
Qatar,Information Technology,2024,0,False
Honduras,Data and analytics,2024,1,False
Uzbekistan,Other,2024,0,False
Albania,Media and Entertainment,2024,5,False
Albania,"Mobile, platforms & Internet services",2024,5,False
Australia,Navigation and mapping,2019,4,True
Austria,Consumer goods,2020,14,True
Austria,Real estate,2023,2,True
Belgium,"Military, public safety and government",2022,0,True
Belgium,Speech Recognition,2017,0,True
Bulgaria,Computer Vision,2015,0,True
Bulgaria,General purpose,2021,0,True
Bulgaria,All,2015,25,True
Bulgaria,Information Technology,2015,25,True
Bosnia and Herzegovina,Software,2024,0,False
Bermuda,All,2021,50,True
Switzerland,Semiconductor,2018,0,True
Chile,Healthcare and Life Sciences,2023,0,True
China (mainland),Simulation,2024,35,False
China (mainland),Agriculture,2019,39,True
Cyprus,Finance,2015,0,True
Cyprus,Hardware,2015,1,True
Cyprus,Hardware,2018,1,True
Czechia,NLP,2019,0,True
Denmark,Community and Lifestyle,2023,0,True
Denmark,Finance,2018,1,True
Denmark,Media and Entertainment,2016,1,True
Egypt,Other,2016,0,True
Spain,Gaming,2021,5,True
Spain,Privacy and Security,2016,7,True
Estonia,Cyber Security,2015,0,True
Finland,Consumer goods,2021,6,True
Finland,Consumer goods,2023,666,True
Finland,Biotechnology,2019,4,True
Finland,Media and Entertainment,2016,2,True
Finland,Media and Entertainment,2019,1,True
Finland,Energy and natural resources,2020,1,True
France,Navigation and mapping,2019,6,True
France,Lending and Investments,2014,0,True
France,Lending and Investments,2023,5,True
France,Facial Recognition,2024,0,False
Greece,Computer Vision,2018,1,True
Greece,Community and Lifestyle,2015,0,True
Croatia,Other,2020,1,True
Croatia,Hardware,2021,6,True
Hungary,Real estate,2015,0,True
Ireland,NLP,2017,13,True
Ireland,Robotics,2017,1,True
Ireland,Cyber Security,2017,0,True
Iran,General purpose,2018,0,True
Iceland,Hardware,2022,10,True
Iceland,Education,2023,0,True
Italy,Professional services,2021,33,True
Italy,Consumer goods,2019,1,True
Jordan,Data and analytics,2019,1,True
Kenya,Other,2020,0,True
Kenya,Other,2022,0,True
South Korea,Cyber Security,2022,4,True
Lebanon,Energy and natural resources,2021,0,True
Sri Lanka,"Sales, retail, commerce, marketing",2021,0,True
Sri Lanka,Media and Entertainment,2023,1,True
Lithuania,Hardware,2016,1,True
Luxembourg,All,2023,7,True
Latvia,Hardware,2019,2,True
Morocco,General purpose,2024,1,False
Mexico,Hardware,2020,0,True
Mongolia,Software,2024,0,False
Mongolia,NLP,2018,0,True
Mauritius,Finance,2020,2,True
Norway,Media and Entertainment,2021,1,True
Norway,Agriculture,2022,9,True
New Zealand,Energy and natural resources,2021,1050,True
Pakistan,"Sales, retail, commerce, marketing",2017,0,True
Pakistan,All,2017,1,True
Pakistan,Software,2018,0,True
Peru,Hardware,2020,0,True
Philippines,Data and analytics,2021,1,True
Poland,Media and Entertainment,2017,0,True
Poland,Transportation,2022,4,True
Poland,Consumer goods,2017,2,True
Portugal,Energy and natural resources,2024,2,False
Romania,Media and Entertainment,2021,1,True
Romania,Other,2018,0,True
Russia,"Sales, retail, commerce, marketing",2018,2,True
Russia,Robotics,2017,3,True
Russia,Transportation,2019,1,True
Saudi Arabia,Education,2022,0,True
Saudi Arabia,Lending and Investments,2018,15,True
Saudi Arabia,Consumer goods,2018,0,True
Saudi Arabia,Consumer goods,2019,1,True
Singapore,Computer Vision,2016,40,True
Slovakia,Information Technology,2020,7,True
Slovakia,NLP,2014,0,True
Slovakia,General purpose,2023,21,True
Trinidad and Tobago,General purpose,2024,2,False
Tunisia,"Mobile, platforms & Internet services",2023,0,True
Tunisia,Finance,2020,0,True
Taiwan,Finance,2020,1,True
Taiwan,Biotechnology,2024,6,False
Ukraine,Information Technology,2014,0,True
Ukraine,Information Technology,2022,0,True
Ukraine,Consumer goods,2016,0,True
Ukraine,Data and analytics,2023,6,True
Uruguay,Finance,2021,100,True
Uruguay,"Sales, retail, commerce, marketing",2017,0,True
Uruguay,"Mobile, platforms & Internet services",2023,0,True
Uruguay,All,2024,2,False
United States,Facial Recognition,2021,457,True
Vietnam,Hardware,2021,0,True
Iceland,General purpose,2016,1,True
Australia,Information Technology,2015,36,True
Australia,Consumer goods,2020,17,True
Australia,Consumer goods,2024,35,False
Austria,Software,2023,142,True
Austria,General purpose,2019,91,True
Belgium,"Sales, retail, commerce, marketing",2022,19,True
Brazil,All,2022,1012,True
