country,field,year,num_patent_applications,complete
Russia,Banking and Finance,2017,8,True
Russia,Industry and Manufacturing,2019,6,True
Sweden,Transportation,2017,5,True
Sweden,Life Sciences,2016,1,True
Singapore,Physical Sciences and Engineering,2021,0,False
Singapore,Security,2019,11,True
Slovenia,Industry and Manufacturing,2016,0,True
Turkey,Banking and Finance,2018,2,True
Turkey,Telecommunications,2016,0,True
Taiwan,Banking and Finance,2016,1,True
Taiwan,Banking and Finance,2019,4,True
Taiwan,Physical Sciences and Engineering,2015,2,True
Taiwan,Physical Sciences and Engineering,2016,2,True
United States,Transportation,2018,1697,True
United States,Physical Sciences and Engineering,2014,80,True
United States,Security,2016,456,True
South Africa,Energy Management,2020,0,False
Latvia,Energy Management,2020,0,False
Uruguay,Business,2017,0,True
Bulgaria,Energy Management,2017,0,True
Romania,Security,2022,0,False
Romania,Personal Devices and Computing,2017,0,True
Ukraine,Transportation,2015,0,True
Ukraine,Energy Management,2015,0,True
Ireland,Business,2018,0,True
Slovenia,Energy Management,2016,0,True
Latvia,All,2020,1,False
Austria,Personal Devices and Computing,2014,0,True
Austria,All,2018,12,True
Austria,Security,2020,1,False
Austria,Industry and Manufacturing,2020,3,False
Australia,Industry and Manufacturing,2017,20,True
Australia,Business,2017,41,True
Belgium,Business,2021,1,False
Brazil,Security,2018,6,True
Brazil,Transportation,2017,16,True
Canada,Transportation,2015,31,True
Canada,Physical Sciences and Engineering,2021,70,False
Canada,Energy Management,2017,14,True
Switzerland,Business,2015,0,True
Switzerland,Life Sciences,2020,0,False
Switzerland,Industry and Manufacturing,2015,0,True
Chile,Telecommunications,2023,1,False
Chile,All,2015,4,True
Chile,All,2022,3,False
China (mainland),Life Sciences,2024,63,False
Czechia,Life Sciences,2021,1,False
Germany,Energy Management,2018,23,True
Germany,Industry and Manufacturing,2016,19,True
Denmark,Banking and Finance,2021,0,False
Denmark,Banking and Finance,2022,0,False
Denmark,All,2014,11,True
Spain,Security,2022,0,False
France,Banking and Finance,2014,1,True
France,Life Sciences,2015,7,True
Greece,Security,2020,0,False
Greece,Life Sciences,2018,2,True
Greece,Personal Devices and Computing,2020,1,False
Croatia,Physical Sciences and Engineering,2019,0,True
Hungary,All,2015,8,True
Indonesia,All,2016,2,True
Ireland,All,2018,2,True
Israel,Telecommunications,2018,6,True
India,Telecommunications,2015,13,True
India,Industry and Manufacturing,2017,9,True
India,Industry and Manufacturing,2022,0,False
India,Banking and Finance,2021,0,False
India,Physical Sciences and Engineering,2014,0,True
Italy,Transportation,2022,4,False
Italy,Banking and Finance,2017,0,True
Italy,Banking and Finance,2021,5,False
Japan,Business,2019,340,True
Japan,Business,2023,4,False
South Korea,Energy Management,2015,30,True
Lithuania,Business,2019,0,True
Luxembourg,Personal Devices and Computing,2023,10,False
Luxembourg,Life Sciences,2021,3,False
Luxembourg,Transportation,2018,1,True
Morocco,Energy Management,2016,0,True
Malaysia,Physical Sciences and Engineering,2017,2,True
Malaysia,Physical Sciences and Engineering,2018,0,True
Malaysia,All,2019,2,True
Netherlands,Telecommunications,2015,1,True
Netherlands,Life Sciences,2018,4,True
Netherlands,Life Sciences,2020,4,False
Peru,Business,2015,0,True
Peru,Security,2015,0,True
Philippines,All,2015,4,True
Portugal,Life Sciences,2015,4,True
Romania,Energy Management,2016,0,True
Sweden,Security,2021,2,False
Sweden,Physical Sciences and Engineering,2016,1,True
Sweden,Physical Sciences and Engineering,2022,3,False
Sweden,Industry and Manufacturing,2023,0,False
Singapore,Life Sciences,2014,11,True
Singapore,All,2020,52,False
Slovenia,Banking and Finance,2015,1,True
Turkey,Life Sciences,2021,8,False
Taiwan,Life Sciences,2018,50,True
United States,Life Sciences,2022,479,False
Costa Rica,Personal Devices and Computing,2020,0,False
Tunisia,Industry and Manufacturing,2020,0,False
Bulgaria,Telecommunications,2017,0,True
Bulgaria,Life Sciences,2018,0,True
Bulgaria,Life Sciences,2020,0,False
Bulgaria,Personal Devices and Computing,2022,0,False
Bulgaria,Physical Sciences and Engineering,2015,0,True
Ukraine,Business,2019,0,True
Hong Kong,Banking and Finance,2018,1,True
Argentina,Energy Management,2021,0,False
Austria,Transportation,2017,5,True
Austria,Physical Sciences and Engineering,2016,0,True
Australia,Transportation,2021,50,False
Canada,Transportation,2019,32,True
Canada,Life Sciences,2014,37,True
Canada,Security,2019,45,True
Switzerland,Transportation,2022,0,False
Switzerland,Life Sciences,2016,2,True
Switzerland,All,2014,4,True
China (mainland),Transportation,2017,587,True
Colombia,All,2022,4,False
Czechia,Business,2021,0,False
Germany,Physical Sciences and Engineering,2014,6,True
Germany,Physical Sciences and Engineering,2022,30,False
Germany,Transportation,2022,113,False
Germany,Business,2018,40,True
Denmark,Industry and Manufacturing,2018,2,True
Spain,Transportation,2018,17,True
Spain,Security,2015,0,True
Finland,Security,2022,1,False
Finland,Industry and Manufacturing,2019,7,True
Finland,All,2020,37,False
France,Transportation,2016,17,True
France,Transportation,2023,0,False
United Kingdom,Life Sciences,2014,13,True
Greece,Physical Sciences and Engineering,2016,0,True
Greece,Telecommunications,2022,1,False
Greece,Life Sciences,2016,0,True
Croatia,Personal Devices and Computing,2019,1,True
Hungary,Business,2017,2,True
Hungary,Business,2020,0,False
Ireland,All,2022,1,False
Israel,Personal Devices and Computing,2020,12,False
Israel,Industry and Manufacturing,2017,3,True
Israel,Physical Sciences and Engineering,2016,1,True
India,Industry and Manufacturing,2019,0,True
India,Physical Sciences and Engineering,2021,0,False
Japan,All,2019,4223,True
Japan,Business,2015,62,True
South Korea,Telecommunications,2014,54,True
Lithuania,Security,2015,0,True
Lithuania,Banking and Finance,2018,0,True
Lithuania,Banking and Finance,2022,0,False
Lithuania,Physical Sciences and Engineering,2016,0,True
Lithuania,Business,2015,1,True
Luxembourg,Personal Devices and Computing,2018,4,True
Luxembourg,Security,2017,0,True
Luxembourg,Life Sciences,2016,0,True
Morocco,Security,2015,0,True
Morocco,Banking and Finance,2015,1,True
Morocco,Banking and Finance,2017,0,True
Mexico,Physical Sciences and Engineering,2015,3,True
Netherlands,Transportation,2023,0,False
Norway,Energy Management,2019,1,True
Norway,Telecommunications,2016,0,True
New Zealand,Security,2016,0,True
New Zealand,All,2019,8,True
New Zealand,Telecommunications,2016,0,True
Peru,Telecommunications,2019,2,True
Peru,All,2020,13,False
Philippines,Transportation,2017,0,True
Portugal,Personal Devices and Computing,2016,3,True
Romania,Business,2022,1,False
Serbia,Banking and Finance,2014,0,True
Serbia,Personal Devices and Computing,2021,1,False
Russia,Life Sciences,2019,11,True
Russia,Energy Management,2018,1,True
Sweden,Life Sciences,2020,6,False
Singapore,Personal Devices and Computing,2016,33,True
Singapore,Transportation,2019,9,True
Turkey,Physical Sciences and Engineering,2017,0,True
Taiwan,Business,2020,24,False
Taiwan,Telecommunications,2014,1,True
Taiwan,Telecommunications,2023,0,False
Taiwan,Life Sciences,2020,84,False
Taiwan,Physical Sciences and Engineering,2023,0,False
United States,All,2016,6202,True
United States,Banking and Finance,2017,527,True
United States,Energy Management,2015,86,True
United States,Industry and Manufacturing,2014,76,True
United States,Industry and Manufacturing,2023,1,False
South Africa,Business,2018,1,True
South Africa,All,2016,3,True
South Africa,All,2020,6,False
South Africa,Telecommunications,2014,0,True
South Africa,Security,2019,0,True
Kenya,Physical Sciences and Engineering,2016,0,True
Sri Lanka,Banking and Finance,2016,0,True
Costa Rica,Banking and Finance,2020,0,False
Jordan,Banking and Finance,2017,0,True
Uruguay,Energy Management,2017,0,True
Bulgaria,Business,2020,0,False
Bulgaria,Physical Sciences and Engineering,2020,0,False
Chile,Business,2019,0,True
Ukraine,Banking and Finance,2015,0,True
South Africa,Transportation,2020,0,False
Serbia,Telecommunications,2022,0,False
Azerbaijan,All,2018,1,True
Saudi Arabia,Industry and Manufacturing,2018,1,True
Saudi Arabia,Business,2018,1,True
Argentina,Banking and Finance,2021,0,False
Austria,Telecommunications,2020,0,False
Austria,Banking and Finance,2015,0,True
Canada,All,2017,422,True
Canada,Security,2020,56,False
Switzerland,Transportation,2021,1,False
Switzerland,Industry and Manufacturing,2019,0,True
Chile,Physical Sciences and Engineering,2017,0,True
Chile,Industry and Manufacturing,2022,1,False
Colombia,Life Sciences,2019,1,True
Germany,Banking and Finance,2018,27,True
Germany,Banking and Finance,2023,2,False
Germany,All,2019,857,True
Spain,Physical Sciences and Engineering,2015,1,True
Spain,Business,2016,5,True
Finland,Energy Management,2022,1,False
Finland,Banking and Finance,2017,0,True
Finland,Banking and Finance,2022,0,False
Finland,Life Sciences,2016,4,True
United Kingdom,Energy Management,2016,3,True
United Kingdom,Business,2024,0,False
United Kingdom,All,2016,188,True
United Kingdom,All,2024,1,False
United Kingdom,Personal Devices and Computing,2023,38,False
Greece,Transportation,2014,0,True
Greece,Transportation,2019,0,True
Hungary,Industry and Manufacturing,2018,0,True
Hungary,Transportation,2018,0,True
Israel,All,2020,23,False
India,Telecommunications,2022,1,False
Italy,Life Sciences,2018,7,True
Italy,Transportation,2020,5,False
Italy,Industry and Manufacturing,2015,0,True
Italy,Telecommunications,2021,12,False
Jordan,Security,2017,0,True
Japan,Transportation,2020,284,False
Japan,Transportation,2021,158,False
Japan,Personal Devices and Computing,2020,1198,False
Japan,Industry and Manufacturing,2021,258,False
Japan,Energy Management,2015,54,True
South Korea,Personal Devices and Computing,2014,108,True
South Korea,Banking and Finance,2021,272,False
South Korea,Business,2019,1163,True
South Korea,Business,2023,30,False
South Korea,Telecommunications,2017,476,True
Lithuania,All,2019,2,True
Luxembourg,Banking and Finance,2020,0,False
Morocco,Telecommunications,2021,0,False
Morocco,Business,2017,1,True
Mexico,Banking and Finance,2016,3,True
Mexico,Banking and Finance,2023,0,False
Mexico,Energy Management,2016,4,True
Malaysia,All,2016,11,True
Malaysia,Industry and Manufacturing,2016,0,True
Malaysia,Telecommunications,2018,0,True
Malaysia,Telecommunications,2019,0,True
Netherlands,Personal Devices and Computing,2018,3,True
Norway,Security,2018,0,True
Norway,Banking and Finance,2020,0,False
Norway,Banking and Finance,2022,0,False
Poland,Energy Management,2020,0,False
Portugal,Life Sciences,2020,3,False
Portugal,Telecommunications,2020,1,False
Serbia,Industry and Manufacturing,2017,1,True
Serbia,All,2016,2,True
Russia,Life Sciences,2020,24,False
Sweden,Telecommunications,2014,2,True
Sweden,Personal Devices and Computing,2015,4,True
Singapore,Energy Management,2020,0,False
Singapore,Transportation,2017,7,True
Singapore,Telecommunications,2015,6,True
Turkey,Banking and Finance,2021,4,False
Taiwan,Telecommunications,2022,24,False
United States,All,2019,14583,True
United States,Business,2015,659,True
South Africa,Physical Sciences and Engineering,2016,0,True
South Africa,Physical Sciences and Engineering,2023,0,False
South Africa,Life Sciences,2016,0,True
South Africa,Telecommunications,2017,0,True
South Africa,Banking and Finance,2014,2,True
South Africa,Energy Management,2017,0,True
Azerbaijan,Telecommunications,2018,0,True
Costa Rica,Energy Management,2020,0,False
Latvia,Physical Sciences and Engineering,2017,0,True
Saudi Arabia,Transportation,2018,0,True
Uruguay,Banking and Finance,2020,0,False
Czechia,Physical Sciences and Engineering,2022,0,False
Czechia,Security,2022,0,False
Belgium,Banking and Finance,2018,0,True
Bulgaria,Life Sciences,2019,0,True
Bulgaria,Physical Sciences and Engineering,2019,0,True
Bulgaria,Physical Sciences and Engineering,2023,0,False
Ukraine,Security,2015,0,True
Austria,All,2021,15,False
Austria,Industry and Manufacturing,2016,1,True
Australia,All,2016,240,True
Australia,Transportation,2022,5,False
Belgium,Energy Management,2021,0,False
Belgium,Industry and Manufacturing,2017,0,True
Belgium,Physical Sciences and Engineering,2020,2,False
Brazil,All,2017,83,True
Brazil,All,2020,152,False
Brazil,Transportation,2015,23,True
Brazil,Transportation,2016,22,True
Brazil,Telecommunications,2022,1,False
Canada,Industry and Manufacturing,2021,49,False
Canada,Personal Devices and Computing,2015,85,True
Canada,Energy Management,2023,0,False
Canada,Banking and Finance,2019,58,True
Switzerland,Telecommunications,2017,0,True
Chile,Physical Sciences and Engineering,2023,0,False
China (mainland),Life Sciences,2020,4496,False
Colombia,Telecommunications,2023,0,False
Colombia,All,2023,1,False
Germany,Telecommunications,2022,63,False
Germany,Business,2019,35,True
Germany,Life Sciences,2020,119,False
Denmark,Security,2021,0,False
Denmark,Life Sciences,2018,10,True
Denmark,Physical Sciences and Engineering,2017,0,True
Denmark,All,2020,18,False
Spain,Industry and Manufacturing,2015,6,True
Finland,Energy Management,2020,1,False
Finland,Personal Devices and Computing,2018,17,True
Finland,Personal Devices and Computing,2021,12,False
France,Security,2021,9,False
France,Physical Sciences and Engineering,2020,12,False
France,Business,2015,1,True
United Kingdom,Industry and Manufacturing,2018,26,True
United Kingdom,Telecommunications,2016,50,True
United Kingdom,Personal Devices and Computing,2022,103,False
Greece,Telecommunications,2015,0,True
Greece,Transportation,2020,0,False
Greece,All,2015,2,True
Greece,All,2016,4,True
Greece,Personal Devices and Computing,2016,3,True
Hong Kong,Transportation,2016,2,True
Hungary,Banking and Finance,2019,0,True
Hungary,Physical Sciences and Engineering,2021,0,False
Hungary,Security,2015,0,True
Hungary,Business,2019,0,True
Israel,Banking and Finance,2019,1,True
Israel,Telecommunications,2016,3,True
India,Security,2021,0,False
Italy,Industry and Manufacturing,2020,5,False
Italy,Security,2017,1,True
Italy,Personal Devices and Computing,2015,6,True
Japan,Life Sciences,2021,722,False
Japan,Business,2018,266,True
South Korea,Security,2022,321,False
South Korea,Security,2023,2,False
South Korea,Physical Sciences and Engineering,2014,15,True
South Korea,Life Sciences,2015,66,True
Lithuania,Industry and Manufacturing,2019,0,True
Lithuania,Security,2018,0,True
Luxembourg,Physical Sciences and Engineering,2019,0,True
Mexico,Physical Sciences and Engineering,2016,1,True
Malaysia,Telecommunications,2021,0,False
Netherlands,Business,2022,6,False
Norway,Security,2014,0,True
Norway,Business,2020,0,False
Norway,Business,2021,0,False
New Zealand,Banking and Finance,2021,0,False
Peru,Banking and Finance,2019,0,True
Peru,Banking and Finance,2020,2,False
Philippines,Physical Sciences and Engineering,2020,1,False
Poland,All,2014,8,True
Poland,All,2017,14,True
Poland,Security,2022,1,False
Portugal,Business,2016,2,True
Serbia,Transportation,2022,0,False
Russia,Security,2014,3,True
Russia,Banking and Finance,2016,3,True
Russia,Physical Sciences and Engineering,2020,18,False
Russia,Transportation,2016,15,True
Sweden,Security,2023,0,False
Sweden,Business,2016,3,True
Singapore,Business,2015,9,True
Singapore,Transportation,2014,1,True
Tunisia,Telecommunications,2021,0,False
Turkey,Energy Management,2021,1,False
Turkey,All,2016,8,True
Taiwan,Banking and Finance,2018,6,True
Ukraine,All,2014,22,True
United States,Life Sciences,2018,1897,True
United States,Banking and Finance,2016,299,True
United States,Industry and Manufacturing,2017,360,True
United States,Business,2019,1842,True
South Africa,All,2014,3,True
Azerbaijan,Industry and Manufacturing,2018,0,True
Azerbaijan,Energy Management,2018,0,True
Sri Lanka,Business,2016,0,True
Panama,Industry and Manufacturing,2016,0,True
Costa Rica,Energy Management,2019,0,True
Saudi Arabia,Security,2018,0,True
Slovakia,Security,2015,0,True
Tunisia,Life Sciences,2022,0,False
Philippines,Industry and Manufacturing,2019,0,True
Czechia,Energy Management,2022,0,False
Belgium,Banking and Finance,2016,0,True
Bulgaria,Security,2020,0,False
Bulgaria,Life Sciences,2015,0,True
Romania,Transportation,2021,0,False
Romania,Industry and Manufacturing,2018,0,True
Serbia,Physical Sciences and Engineering,2021,0,False
Ukraine,Physical Sciences and Engineering,2023,0,False
South Africa,Industry and Manufacturing,2022,0,False
Cuba,All,2020,1,False
Sri Lanka,All,2016,1,True
Argentina,Industry and Manufacturing,2019,0,True
Argentina,Security,2018,0,True
Austria,Energy Management,2022,2,False
Austria,Transportation,2015,0,True
Austria,Business,2016,0,True
Austria,Banking and Finance,2020,1,False
Australia,Energy Management,2023,0,False
Australia,Transportation,2014,5,True
Australia,Business,2022,19,False
Australia,Security,2019,45,True
Belgium,Life Sciences,2017,0,True
Brazil,Life Sciences,2015,11,True
Brazil,Business,2014,1,True
Canada,Physical Sciences and Engineering,2016,22,True
Canada,Physical Sciences and Engineering,2020,59,False
Switzerland,Energy Management,2016,1,True
Chile,Telecommunications,2014,1,True
Chile,All,2018,1,True
Chile,Industry and Manufacturing,2014,0,True
China (mainland),Transportation,2023,11567,False
China (mainland),Business,2014,114,True
China (mainland),Telecommunications,2020,5905,False
Colombia,Personal Devices and Computing,2023,0,False
Germany,Energy Management,2023,8,False
Germany,Security,2021,39,False
Germany,Personal Devices and Computing,2016,72,True
Denmark,Business,2021,1,False
Denmark,Industry and Manufacturing,2016,3,True
Spain,Security,2019,7,True
Spain,Life Sciences,2022,7,False
France,Energy Management,2022,6,False
United Kingdom,Energy Management,2014,5,True
Greece,Industry and Manufacturing,2014,0,True
Greece,Industry and Manufacturing,2022,0,False
Greece,Energy Management,2015,1,True
Greece,Personal Devices and Computing,2014,1,True
Hungary,Banking and Finance,2016,1,True
Hungary,Life Sciences,2017,2,True
Hungary,Physical Sciences and Engineering,2017,1,True
Israel,Telecommunications,2022,3,False
Italy,Life Sciences,2020,21,False
Italy,Industry and Manufacturing,2021,8,False
Italy,Business,2019,2,True
Italy,Security,2022,2,False
Japan,Physical Sciences and Engineering,2019,154,True
Japan,Telecommunications,2021,431,False
South Korea,Physical Sciences and Engineering,2018,172,True
South Korea,Physical Sciences and Engineering,2019,275,True
South Korea,Life Sciences,2021,1553,False
Lithuania,Life Sciences,2015,3,True
Luxembourg,Life Sciences,2019,0,True
Morocco,Life Sciences,2015,1,True
Mexico,Security,2014,0,True
Mexico,Personal Devices and Computing,2016,21,True
Mexico,Industry and Manufacturing,2021,18,False
Mexico,Banking and Finance,2022,0,False
Mexico,Physical Sciences and Engineering,2014,4,True
Mexico,Physical Sciences and Engineering,2023,0,False
Mexico,Telecommunications,2017,11,True
Malaysia,All,2021,1,False
Netherlands,Transportation,2017,1,True
Netherlands,Transportation,2018,0,True
Netherlands,Physical Sciences and Engineering,2015,0,True
Norway,Security,2016,0,True
New Zealand,Transportation,2016,0,True
Panama,All,2016,2,True
Poland,All,2023,3,False
Portugal,Physical Sciences and Engineering,2019,1,True
Portugal,Transportation,2017,1,True
Russia,Personal Devices and Computing,2017,85,True
Russia,Banking and Finance,2020,6,False
Russia,Transportation,2017,18,True
Sweden,Physical Sciences and Engineering,2019,4,True
Singapore,Banking and Finance,2015,5,True
Singapore,Telecommunications,2021,1,False
Slovenia,Business,2018,0,True
Tunisia,Security,2021,1,False
Turkey,Security,2021,4,False
Taiwan,Personal Devices and Computing,2015,13,True
Taiwan,Industry and Manufacturing,2019,23,True
South Africa,Personal Devices and Computing,2020,2,False
South Africa,Telecommunications,2019,0,True
Cuba,Transportation,2020,0,False
Estonia,Security,2022,0,False
Jordan,Banking and Finance,2021,0,False
Hong Kong,Industry and Manufacturing,2018,0,True
Bulgaria,Industry and Manufacturing,2021,0,False
Bulgaria,Transportation,2021,0,False
Bulgaria,Energy Management,2015,0,True
Chile,Energy Management,2018,0,True
Portugal,Banking and Finance,2016,0,True
Serbia,Energy Management,2022,0,False
Israel,Energy Management,2014,0,True
Israel,Energy Management,2021,0,False
Serbia,Life Sciences,2016,0,True
South Africa,Industry and Manufacturing,2017,0,True
South Africa,Industry and Manufacturing,2020,0,False
South Africa,Industry and Manufacturing,2023,0,False
Argentina,Personal Devices and Computing,2018,4,True
Argentina,Industry and Manufacturing,2018,1,True
Argentina,Security,2022,0,False
Argentina,Transportation,2016,0,True
Australia,Energy Management,2020,28,False
Australia,Life Sciences,2020,303,False
Australia,Personal Devices and Computing,2021,423,False
Belgium,All,2017,2,True
Belgium,Security,2022,0,False
Belgium,Industry and Manufacturing,2016,1,True
Belgium,Life Sciences,2023,0,False
Belgium,Physical Sciences and Engineering,2018,1,True
Brazil,Energy Management,2016,4,True
Brazil,Business,2020,17,False
Brazil,Telecommunications,2016,13,True
Chile,Life Sciences,2022,1,False
Chile,All,2017,1,True
China (mainland),Transportation,2015,119,True
China (mainland),All,2016,7964,True
China (mainland),Banking and Finance,2016,138,True
China (mainland),Personal Devices and Computing,2023,40240,False
Colombia,Banking and Finance,2023,0,False
Czechia,Transportation,2019,0,True
Germany,Security,2018,30,True
Germany,Business,2020,44,False
Denmark,Security,2019,1,True
Denmark,Personal Devices and Computing,2019,10,True
Denmark,Banking and Finance,2016,0,True
Spain,Transportation,2019,6,True
Spain,Transportation,2020,4,False
Spain,Transportation,2021,2,False
Spain,Industry and Manufacturing,2023,1,False
Spain,Personal Devices and Computing,2018,28,True
Spain,Personal Devices and Computing,2021,6,False
Spain,Personal Devices and Computing,2022,8,False
Finland,Physical Sciences and Engineering,2021,2,False
Finland,Personal Devices and Computing,2019,16,True
United Kingdom,Security,2015,9,True
United Kingdom,Transportation,2024,0,False
Greece,Physical Sciences and Engineering,2021,2,False
Croatia,Personal Devices and Computing,2015,0,True
Croatia,Telecommunications,2019,0,True
India,Security,2018,20,True
Italy,Industry and Manufacturing,2018,6,True
Japan,Security,2015,18,True
Japan,Personal Devices and Computing,2023,8,False
Japan,Life Sciences,2019,742,True
South Korea,Personal Devices and Computing,2023,36,False
South Korea,Industry and Manufacturing,2014,23,True
Lithuania,Life Sciences,2020,1,False
Lithuania,Energy Management,2020,1,False
Lithuania,All,2018,9,True
Luxembourg,Personal Devices and Computing,2017,2,True
Luxembourg,Security,2022,6,False
Luxembourg,Life Sciences,2020,0,False
Morocco,Security,2017,0,True
Morocco,Security,2021,0,False
Mexico,Life Sciences,2019,32,True
Mexico,Physical Sciences and Engineering,2019,14,True
Netherlands,Transportation,2016,1,True
Netherlands,Life Sciences,2023,1,False
Netherlands,Banking and Finance,2018,0,True
Norway,Physical Sciences and Engineering,2018,0,True
Norway,All,2018,6,True
Peru,Personal Devices and Computing,2022,1,False
Philippines,Business,2020,0,False
Poland,Transportation,2022,0,False
Portugal,Security,2017,0,True
Portugal,Telecommunications,2021,3,False
Portugal,Transportation,2016,1,True
Serbia,Industry and Manufacturing,2014,1,True
Serbia,All,2018,5,True
Russia,Security,2020,17,False
Russia,Energy Management,2014,0,True
Russia,Energy Management,2015,2,True
Singapore,Industry and Manufacturing,2017,5,True
Turkey,Life Sciences,2016,0,True
Turkey,Physical Sciences and Engineering,2019,1,True
United States,Business,2021,1054,False
South Africa,Life Sciences,2021,0,False
South Africa,Banking and Finance,2018,0,True
Estonia,Energy Management,2022,0,False
Croatia,Banking and Finance,2015,0,True
Croatia,Banking and Finance,2018,0,True
Slovakia,Business,2015,0,True
Ireland,Energy Management,2021,0,False
Czechia,Physical Sciences and Engineering,2020,0,False
Bulgaria,Business,2022,0,False
Bulgaria,Telecommunications,2018,0,True
Bulgaria,Transportation,2015,0,True
Romania,Security,2021,0,False
Romania,Banking and Finance,2022,0,False
Serbia,Energy Management,2021,0,False
Serbia,Life Sciences,2014,0,True
Costa Rica,All,2019,1,True
Argentina,Industry and Manufacturing,2017,0,True
Australia,All,2014,85,True
Australia,All,2017,291,True
Australia,Security,2016,24,True
Belgium,Security,2018,0,True
Belgium,Physical Sciences and Engineering,2016,1,True
Brazil,Security,2016,6,True
Brazil,Industry and Manufacturing,2014,2,True
Brazil,Personal Devices and Computing,2015,24,True
Brazil,Personal Devices and Computing,2020,40,False
Brazil,Banking and Finance,2017,3,True
Brazil,Telecommunications,2018,21,True
Canada,Transportation,2018,58,True
Canada,All,2023,2,False
Chile,Personal Devices and Computing,2022,1,False
China (mainland),Banking and Finance,2023,2406,False
Colombia,Life Sciences,2022,2,False
Colombia,Security,2019,0,True
Germany,Energy Management,2014,9,True
Denmark,Physical Sciences and Engineering,2021,0,False
Finland,Telecommunications,2014,0,True
France,Physical Sciences and Engineering,2016,3,True
France,Business,2021,14,False
United Kingdom,Life Sciences,2023,29,False
United Kingdom,Telecommunications,2015,26,True
Greece,Telecommunications,2016,0,True
Greece,Personal Devices and Computing,2017,6,True
Hungary,Life Sciences,2020,1,False
Hungary,Personal Devices and Computing,2018,1,True
Hungary,Business,2022,0,False
Ireland,Life Sciences,2022,0,False
Israel,Telecommunications,2019,6,True
India,Transportation,2019,0,True
Italy,Life Sciences,2014,1,True
Japan,Personal Devices and Computing,2022,207,False
Japan,Banking and Finance,2018,84,True
Japan,Telecommunications,2019,480,True
South Korea,Banking and Finance,2015,10,True
Lithuania,Energy Management,2019,0,True
Lithuania,Personal Devices and Computing,2018,3,True
Lithuania,Telecommunications,2022,1,False
Luxembourg,Personal Devices and Computing,2019,5,True
Luxembourg,Physical Sciences and Engineering,2016,0,True
Luxembourg,Physical Sciences and Engineering,2021,2,False
Mexico,Personal Devices and Computing,2019,35,True
Mexico,Industry and Manufacturing,2014,1,True
Mexico,Physical Sciences and Engineering,2022,1,False
Malaysia,Life Sciences,2016,1,True
Malaysia,Business,2015,4,True
Malaysia,Business,2021,0,False
Netherlands,Life Sciences,2015,2,True
Netherlands,Industry and Manufacturing,2022,2,False
Norway,Personal Devices and Computing,2021,2,False
Norway,Industry and Manufacturing,2021,1,False
New Zealand,Personal Devices and Computing,2015,9,True
New Zealand,Energy Management,2021,0,False
Peru,Personal Devices and Computing,2020,3,False
Poland,Industry and Manufacturing,2023,0,False
Poland,Banking and Finance,2014,0,True
Portugal,Industry and Manufacturing,2021,1,False
Portugal,Physical Sciences and Engineering,2015,0,True
Romania,Life Sciences,2017,0,True
Sweden,Telecommunications,2020,8,False
Sweden,Personal Devices and Computing,2022,4,False
Singapore,Banking and Finance,2021,0,False
Singapore,Life Sciences,2020,0,False
Singapore,Security,2021,1,False
Singapore,Transportation,2020,4,False
Turkey,Banking and Finance,2014,0,True
Turkey,All,2020,46,False
Taiwan,Telecommunications,2017,15,True
Taiwan,Personal Devices and Computing,2018,120,True
Taiwan,Personal Devices and Computing,2020,166,False
Taiwan,Energy Management,2021,7,False
Ukraine,Life Sciences,2017,0,True
Ukraine,All,2022,1,False
United States,All,2014,2747,True
United States,Physical Sciences and Engineering,2018,347,True
Iran,Business,2018,0,True
Iran,Energy Management,2018,0,True
Thailand,Energy Management,2017,0,True
Slovakia,Banking and Finance,2015,0,True
Czechia,Security,2018,0,True
Bulgaria,Industry and Manufacturing,2022,0,False
Bulgaria,Banking and Finance,2022,0,False
Chile,Business,2023,0,False
Ukraine,Industry and Manufacturing,2019,0,True
Argentina,Life Sciences,2022,1,False
Austria,Banking and Finance,2022,1,False
Austria,Industry and Manufacturing,2014,0,True
Australia,Telecommunications,2020,171,False
Australia,Banking and Finance,2019,45,True
Belgium,Energy Management,2017,0,True
Canada,Transportation,2020,46,False
Canada,Energy Management,2016,11,True
Canada,Energy Management,2018,21,True
Switzerland,Transportation,2015,0,True
Switzerland,Security,2015,0,True
Switzerland,Physical Sciences and Engineering,2017,0,True
Chile,Security,2015,0,True
China (mainland),Personal Devices and Computing,2014,431,True
China (mainland),Security,2014,34,True
China (mainland),Life Sciences,2014,121,True
Colombia,Industry and Manufacturing,2017,0,True
Colombia,Life Sciences,2021,1,False
Czechia,All,2017,1,True
Germany,Energy Management,2021,62,False
Germany,Industry and Manufacturing,2023,0,False
Denmark,Industry and Manufacturing,2019,2,True
Denmark,Banking and Finance,2018,1,True
Spain,Telecommunications,2017,11,True
Finland,Physical Sciences and Engineering,2014,0,True
Finland,Life Sciences,2018,11,True
Finland,Business,2019,6,True
United Kingdom,Industry and Manufacturing,2016,17,True
United Kingdom,Transportation,2015,9,True
United Kingdom,Transportation,2018,45,True
United Kingdom,Personal Devices and Computing,2021,117,False
Greece,Energy Management,2021,1,False
Greece,Energy Management,2022,0,False
Greece,Physical Sciences and Engineering,2018,1,True
Greece,Business,2022,3,False
Greece,Security,2017,1,True
Hong Kong,Personal Devices and Computing,2016,2,True
Hong Kong,Telecommunications,2017,0,True
Hungary,Security,2020,1,False
