country,field,year,num_patent_granted,complete
Greece,Energy Management,2018,0,False
Greece,Banking and Finance,2015,0,True
South Korea,Banking and Finance,2022,81,False
South Korea,Transportation,2019,440,False
Netherlands,Security,2014,0,True
Taiwan,Life Sciences,2017,22,True
United States,Life Sciences,2014,330,True
United States,All,2015,3150,True
United States,Transportation,2016,710,True
China (mainland),Telecommunications,2023,1769,False
China (mainland),Life Sciences,2022,1549,False
Lithuania,Industry and Manufacturing,2015,1,True
Lithuania,Physical Sciences and Engineering,2016,0,True
Ukraine,Telecommunications,2018,0,False
South Africa,Security,2022,0,False
Switzerland,Transportation,2020,0,False
Switzerland,All,2018,2,False
Romania,Telecommunications,2018,0,False
Philippines,Life Sciences,2015,0,True
Philippines,Energy Management,2015,0,True
Philippines,Personal Devices and Computing,2016,1,True
Peru,Business,2016,0,True
Slovenia,Energy Management,2015,0,True
Bulgaria,Business,2022,0,False
Bulgaria,Security,2015,0,True
Croatia,Physical Sciences and Engineering,2015,0,True
Sri Lanka,Security,2016,0,True
Norway,Business,2020,0,False
Luxembourg,Industry and Manufacturing,2016,0,True
Luxembourg,Personal Devices and Computing,2023,10,False
Belgium,Security,2019,0,False
Belgium,All,2018,8,False
Ireland,Security,2018,0,False
Czechia,Banking and Finance,2022,0,False
Argentina,Telecommunications,2018,0,False
Argentina,Security,2018,0,False
Turkey,Life Sciences,2015,0,True
Brazil,Life Sciences,2018,31,False
Brazil,All,2019,118,False
Hungary,Security,2018,0,False
India,Banking and Finance,2014,0,True
India,Industry and Manufacturing,2017,8,True
India,Business,2018,28,False
Italy,Banking and Finance,2016,1,True
Italy,Business,2020,1,False
Italy,Industry and Manufacturing,2015,0,True
Mexico,Banking and Finance,2017,2,True
Mexico,All,2018,71,False
Mexico,Life Sciences,2020,14,False
Malaysia,Physical Sciences and Engineering,2021,0,False
Malaysia,Personal Devices and Computing,2018,3,False
Malaysia,Banking and Finance,2017,1,True
New Zealand,Business,2019,0,False
Russia,Physical Sciences and Engineering,2021,2,False
Russia,Security,2015,3,True
Russia,All,2019,165,False
Russia,Transportation,2019,16,False
Russia,Energy Management,2020,0,False
Singapore,All,2017,80,True
Singapore,Telecommunications,2018,35,False
Singapore,Security,2017,9,True
Austria,Business,2016,0,True
Austria,Physical Sciences and Engineering,2022,1,False
Canada,Life Sciences,2018,151,False
Canada,Energy Management,2014,11,True
Denmark,Security,2019,1,False
Finland,Banking and Finance,2016,0,True
Finland,Life Sciences,2021,1,False
Finland,Telecommunications,2019,7,False
Israel,Transportation,2016,1,True
Poland,Business,2015,1,True
Poland,Business,2019,1,False
Portugal,Security,2018,0,False
Sweden,Energy Management,2018,1,False
Australia,All,2017,251,True
Australia,Telecommunications,2014,10,True
Australia,Security,2018,30,False
Germany,Transportation,2016,92,True
Germany,Physical Sciences and Engineering,2023,2,False
Germany,Energy Management,2020,13,False
Spain,Industry and Manufacturing,2016,5,True
Spain,Energy Management,2015,3,True
Spain,Banking and Finance,2020,0,False
Spain,Banking and Finance,2023,0,False
France,Business,2016,1,True
France,Transportation,2019,30,False
United Kingdom,Transportation,2019,32,False
United Kingdom,Energy Management,2017,6,True
Greece,Banking and Finance,2021,0,False
Japan,Transportation,2020,206,False
Japan,Business,2017,174,True
South Korea,Business,2019,781,False
Netherlands,Business,2014,0,True
Taiwan,Life Sciences,2014,7,True
Taiwan,Transportation,2014,0,True
Taiwan,Industry and Manufacturing,2020,23,False
United States,Business,2014,328,True
United States,Security,2022,91,False
United States,Industry and Manufacturing,2014,60,True
China (mainland),Industry and Manufacturing,2018,644,False
South Africa,Energy Management,2018,1,False
South Africa,Transportation,2021,0,False
South Africa,Banking and Finance,2016,0,True
Switzerland,Physical Sciences and Engineering,2018,0,False
Romania,Life Sciences,2016,1,True
Romania,Industry and Manufacturing,2015,0,True
Philippines,Transportation,2018,0,False
Peru,Transportation,2016,0,True
Chile,Banking and Finance,2015,0,True
Croatia,Industry and Manufacturing,2018,0,False
Colombia,Energy Management,2015,0,True
Hong Kong,Banking and Finance,2016,0,True
Hong Kong,Life Sciences,2017,1,True
Hong Kong,Transportation,2017,0,True
Norway,Business,2022,0,False
Belgium,Life Sciences,2018,1,False
Ireland,Energy Management,2016,0,True
Czechia,Banking and Finance,2017,0,True
Czechia,Physical Sciences and Engineering,2017,0,True
Cuba,Transportation,2020,0,False
Estonia,All,2022,1,False
Turkey,Personal Devices and Computing,2014,0,True
Turkey,Banking and Finance,2014,0,True
Turkey,Life Sciences,2014,0,True
Morocco,Industry and Manufacturing,2016,0,True
Brazil,Energy Management,2020,1,False
Brazil,Security,2020,1,False
Brazil,All,2021,23,False
India,Transportation,2017,11,True
India,Personal Devices and Computing,2014,16,True
India,Security,2020,0,False
Italy,Energy Management,2020,0,False
Italy,Business,2015,0,True
Italy,Business,2019,1,False
Italy,Telecommunications,2021,3,False
Italy,Life Sciences,2019,7,False
Mexico,All,2019,67,False
Mexico,Business,2015,5,True
Malaysia,Physical Sciences and Engineering,2014,0,True
New Zealand,Personal Devices and Computing,2014,0,True
New Zealand,Banking and Finance,2018,0,False
New Zealand,Industry and Manufacturing,2017,1,True
New Zealand,Life Sciences,2017,8,True
New Zealand,Life Sciences,2020,0,False
Russia,Physical Sciences and Engineering,2018,5,False
Russia,Telecommunications,2015,13,True
Singapore,Security,2020,4,False
Singapore,Business,2021,1,False
Singapore,Life Sciences,2017,25,True
Singapore,Personal Devices and Computing,2019,54,False
Singapore,Energy Management,2021,0,False
Singapore,Transportation,2020,3,False
Austria,Transportation,2018,4,False
Austria,All,2017,10,True
Austria,All,2020,11,False
Denmark,Telecommunications,2022,0,False
Denmark,Physical Sciences and Engineering,2015,0,True
Finland,Industry and Manufacturing,2015,2,True
Finland,Telecommunications,2016,1,True
Israel,Industry and Manufacturing,2019,0,False
Israel,Personal Devices and Computing,2016,2,True
Israel,Banking and Finance,2021,0,False
Israel,Energy Management,2015,0,True
Israel,Transportation,2015,1,True
Israel,Transportation,2019,2,False
Israel,Telecommunications,2014,1,True
Israel,Telecommunications,2021,3,False
Poland,Personal Devices and Computing,2021,0,False
Portugal,Banking and Finance,2018,0,False
Portugal,Energy Management,2021,0,False
Sweden,Security,2020,2,False
Sweden,Telecommunications,2017,4,True
Australia,Transportation,2017,26,True
Australia,Telecommunications,2015,17,True
Germany,Business,2018,29,False
Spain,Life Sciences,2021,9,False
France,Transportation,2023,0,False
France,All,2017,82,True
Greece,Transportation,2021,0,False
Greece,Security,2015,0,True
Greece,Security,2022,1,False
South Korea,Personal Devices and Computing,2016,373,True
South Korea,Personal Devices and Computing,2021,1215,False
Netherlands,Transportation,2019,1,False
Netherlands,Personal Devices and Computing,2021,5,False
Taiwan,All,2018,309,False
Taiwan,All,2019,413,False
Taiwan,Business,2019,11,False
United States,Physical Sciences and Engineering,2018,277,False
United States,Telecommunications,2021,1445,False
China (mainland),Business,2014,65,True
China (mainland),All,2016,4735,True
Lithuania,Life Sciences,2015,3,True
Lithuania,Energy Management,2016,0,True
Lithuania,Transportation,2016,0,True
Ukraine,All,2018,4,False
South Africa,Banking and Finance,2022,0,False
Romania,Business,2016,0,True
Philippines,Personal Devices and Computing,2017,1,True
Peru,Life Sciences,2020,0,False
Peru,Security,2022,0,False
Slovenia,All,2016,3,True
Bulgaria,Personal Devices and Computing,2018,0,False
Bulgaria,Energy Management,2020,0,False
Bulgaria,Energy Management,2023,0,False
Bulgaria,Banking and Finance,2021,0,False
Bulgaria,All,2017,2,True
Hong Kong,Energy Management,2018,1,False
Norway,Physical Sciences and Engineering,2017,0,True
Belgium,Transportation,2021,0,False
Czechia,Industry and Manufacturing,2017,0,True
Argentina,Personal Devices and Computing,2022,0,False
Iran,Banking and Finance,2018,0,False
Jordan,Industry and Manufacturing,2021,1,False
Saudi Arabia,Telecommunications,2021,0,False
Brazil,All,2018,115,False
India,Banking and Finance,2015,3,True
India,Business,2014,8,True
India,Personal Devices and Computing,2015,42,True
Italy,Personal Devices and Computing,2019,8,False
Italy,Industry and Manufacturing,2017,1,True
Italy,Industry and Manufacturing,2019,4,False
Italy,Life Sciences,2016,5,True
Mexico,Physical Sciences and Engineering,2020,2,False
Malaysia,Industry and Manufacturing,2015,1,True
Malaysia,Banking and Finance,2019,0,False
Malaysia,Banking and Finance,2021,0,False
Malaysia,Life Sciences,2016,1,True
New Zealand,Banking and Finance,2015,3,True
New Zealand,Telecommunications,2021,1,False
Singapore,Telecommunications,2020,5,False
Austria,Personal Devices and Computing,2018,3,False
Canada,Business,2020,43,False
Canada,Banking and Finance,2017,23,True
Canada,Personal Devices and Computing,2019,197,False
Canada,Energy Management,2022,1,False
Canada,Security,2017,27,True
Denmark,Banking and Finance,2018,1,False
Denmark,Transportation,2018,7,False
Denmark,Physical Sciences and Engineering,2020,0,False
Finland,Energy Management,2014,1,True
Finland,Business,2017,0,True
Finland,Business,2019,4,False
Israel,Industry and Manufacturing,2014,0,True
Israel,Business,2018,1,False
Poland,Personal Devices and Computing,2020,3,False
Portugal,Banking and Finance,2014,0,True
Portugal,Physical Sciences and Engineering,2016,1,True
Sweden,Security,2014,0,True
Australia,All,2015,106,True
Australia,Telecommunications,2021,136,False
Australia,Physical Sciences and Engineering,2022,2,False
Australia,Energy Management,2014,3,True
Germany,Security,2023,9,False
Germany,Personal Devices and Computing,2016,59,True
Germany,Telecommunications,2021,27,False
Spain,Business,2021,2,False
Spain,Transportation,2016,7,True
Spain,Physical Sciences and Engineering,2014,3,True
France,Business,2017,6,True
France,Energy Management,2023,0,False
France,Banking and Finance,2021,1,False
France,Security,2016,6,True
France,Life Sciences,2022,1,False
France,Telecommunications,2023,0,False
United Kingdom,Life Sciences,2022,5,False
United Kingdom,Transportation,2018,34,False
United Kingdom,Industry and Manufacturing,2014,3,True
United Kingdom,Banking and Finance,2019,11,False
Greece,Physical Sciences and Engineering,2022,0,False
Greece,Banking and Finance,2018,0,False
Japan,Physical Sciences and Engineering,2014,12,True
South Korea,All,2019,4799,False
Netherlands,Transportation,2016,1,True
Netherlands,Business,2018,0,False
Netherlands,Security,2019,1,False
Netherlands,Physical Sciences and Engineering,2015,0,True
Taiwan,Life Sciences,2018,43,False
Taiwan,Business,2016,11,True
Taiwan,Business,2020,19,False
United States,Energy Management,2017,158,True
United States,Transportation,2017,1077,True
United States,Transportation,2023,6,False
United States,Personal Devices and Computing,2016,2705,True
Lithuania,Security,2014,0,True
South Africa,Telecommunications,2017,0,True
South Africa,Banking and Finance,2020,0,False
South Africa,Personal Devices and Computing,2021,0,False
Switzerland,Physical Sciences and Engineering,2020,1,False
Switzerland,Personal Devices and Computing,2020,1,False
Romania,Physical Sciences and Engineering,2016,0,True
Romania,Physical Sciences and Engineering,2021,0,False
Romania,Transportation,2022,0,False
Peru,Business,2018,0,False
Peru,Telecommunications,2016,1,True
Slovenia,Banking and Finance,2016,0,True
Bulgaria,Security,2020,0,False
Chile,Telecommunications,2018,0,False
Croatia,Security,2018,0,False
Croatia,Energy Management,2018,0,False
Indonesia,Personal Devices and Computing,2016,1,True
Indonesia,Business,2016,1,True
Sri Lanka,Life Sciences,2016,1,True
Sri Lanka,Industry and Manufacturing,2016,0,True
Hong Kong,Life Sciences,2016,0,True
Norway,Life Sciences,2017,0,True
Norway,Industry and Manufacturing,2020,1,False
Luxembourg,Physical Sciences and Engineering,2019,0,False
Luxembourg,Security,2023,3,False
Luxembourg,Personal Devices and Computing,2016,1,True
Belgium,Security,2018,0,False
Belgium,Banking and Finance,2021,0,False
Argentina,Transportation,2022,0,False
Cuba,Telecommunications,2020,1,False
Morocco,Personal Devices and Computing,2015,1,True
Morocco,Industry and Manufacturing,2017,0,True
Morocco,Transportation,2016,0,True
Brazil,Industry and Manufacturing,2016,4,True
Brazil,Life Sciences,2017,25,True
Brazil,All,2016,67,True
Hungary,Business,2014,0,True
Hungary,Physical Sciences and Engineering,2016,2,True
Hungary,Physical Sciences and Engineering,2019,1,False
India,Banking and Finance,2021,0,False
India,Telecommunications,2021,0,False
Italy,Energy Management,2014,1,True
Italy,Business,2018,2,False
Italy,Telecommunications,2017,4,True
Italy,Security,2018,0,False
Mexico,Energy Management,2019,4,False
Mexico,Security,2015,0,True
New Zealand,Transportation,2019,0,False
Russia,Industry and Manufacturing,2014,1,True
Russia,Energy Management,2021,0,False
Singapore,Business,2019,16,False
Austria,Banking and Finance,2014,0,True
Austria,Life Sciences,2015,0,True
Austria,All,2019,4,False
Austria,Industry and Manufacturing,2015,0,True
Austria,Physical Sciences and Engineering,2019,0,False
Canada,Industry and Manufacturing,2020,30,False
Canada,Banking and Finance,2018,35,False
Canada,Telecommunications,2016,57,True
Finland,Industry and Manufacturing,2017,1,True
Israel,Personal Devices and Computing,2017,9,True
Israel,Personal Devices and Computing,2020,8,False
Israel,Telecommunications,2018,4,False
Poland,Physical Sciences and Engineering,2017,2,True
Portugal,Business,2021,0,False
Sweden,All,2018,16,False
Sweden,Personal Devices and Computing,2021,4,False
Sweden,Security,2018,1,False
Sweden,Security,2019,1,False
Sweden,Telecommunications,2021,2,False
Australia,Transportation,2021,36,False
Australia,Energy Management,2019,15,False
Germany,Life Sciences,2014,6,True
Germany,Banking and Finance,2015,2,True
Spain,Life Sciences,2017,20,True
Spain,Life Sciences,2019,14,False
France,Physical Sciences and Engineering,2017,4,True
France,Security,2022,2,False
United Kingdom,Physical Sciences and Engineering,2023,0,False
Greece,Energy Management,2022,0,False
Greece,Personal Devices and Computing,2016,2,True
Greece,Telecommunications,2023,0,False
Japan,Banking and Finance,2021,21,False
Japan,All,2015,661,True
Japan,All,2022,314,False
Japan,Business,2018,220,False
South Korea,Telecommunications,2018,609,False
Netherlands,Physical Sciences and Engineering,2021,2,False
Taiwan,Transportation,2020,5,False
Taiwan,Physical Sciences and Engineering,2017,2,True
United States,Physical Sciences and Engineering,2021,120,False
China (mainland),Industry and Manufacturing,2022,2501,False
China (mainland),Industry and Manufacturing,2023,2465,False
China (mainland),Physical Sciences and Engineering,2020,941,False
China (mainland),Personal Devices and Computing,2023,8703,False
Lithuania,Life Sciences,2014,0,True
Lithuania,All,2018,8,False
Ukraine,Business,2022,0,False
Ukraine,Security,2014,0,True
Ukraine,Life Sciences,2018,0,False
Ukraine,Life Sciences,2022,0,False
Serbia,Personal Devices and Computing,2017,0,True
Switzerland,Security,2018,0,False
Switzerland,All,2016,4,True
Romania,Banking and Finance,2016,0,True
Peru,Personal Devices and Computing,2015,0,True
Croatia,All,2015,1,True
Croatia,Life Sciences,2015,1,True
Slovakia,Energy Management,2021,0,False
Norway,Energy Management,2016,0,True
Norway,Security,2018,0,False
Luxembourg,Business,2022,10,False
Belgium,Energy Management,2016,1,True
Belgium,Security,2016,0,True
Ireland,Personal Devices and Computing,2022,0,False
Czechia,Security,2019,0,False
Czechia,Business,2020,0,False
Czechia,Life Sciences,2020,0,False
Argentina,Industry and Manufacturing,2022,0,False
Argentina,Banking and Finance,2017,0,True
Uruguay,All,2020,1,False
Uruguay,Telecommunications,2017,0,True
Uruguay,Personal Devices and Computing,2020,0,False
Jordan,Telecommunications,2021,0,False
Saudi Arabia,Security,2021,0,False
Estonia,Physical Sciences and Engineering,2022,0,False
Turkey,Business,2015,0,True
Morocco,All,2020,1,False
Brazil,Transportation,2018,11,False
Brazil,Business,2017,5,True
Brazil,Security,2016,5,True
Hungary,Energy Management,2018,0,False
Hungary,Business,2021,0,False
Hungary,Banking and Finance,2017,0,True
India,Banking and Finance,2018,4,False
India,Industry and Manufacturing,2018,9,False
India,Telecommunications,2015,11,True
India,Life Sciences,2014,4,True
Italy,All,2020,15,False
Italy,Security,2014,0,True
Mexico,Life Sciences,2016,10,True
Mexico,Life Sciences,2021,5,False
Mexico,Transportation,2016,23,True
Malaysia,All,2017,16,True
Malaysia,Industry and Manufacturing,2017,0,True
Malaysia,Transportation,2021,0,False
Malaysia,Personal Devices and Computing,2019,2,False
Malaysia,Business,2014,0,True
New Zealand,Industry and Manufacturing,2018,0,False
New Zealand,Security,2020,0,False
New Zealand,Energy Management,2018,0,False
Russia,Physical Sciences and Engineering,2014,9,True
Russia,Transportation,2016,15,True
Russia,Life Sciences,2019,8,False
Austria,Life Sciences,2016,3,True
Canada,Life Sciences,2019,151,False
Denmark,Personal Devices and Computing,2016,2,True
Finland,Transportation,2019,2,False
Finland,Transportation,2022,0,False
Finland,Security,2020,2,False
Israel,Personal Devices and Computing,2018,6,False
Poland,Transportation,2022,0,False
Portugal,Security,2021,0,False
Sweden,All,2014,1,True
Australia,Transportation,2020,34,False
Spain,Security,2022,0,False
France,Physical Sciences and Engineering,2014,2,True
France,Physical Sciences and Engineering,2023,0,False
United Kingdom,Transportation,2015,7,True
United Kingdom,Energy Management,2020,7,False
Greece,Personal Devices and Computing,2014,1,True
Greece,Banking and Finance,2020,0,False
Greece,Life Sciences,2018,1,False
Japan,Life Sciences,2023,2,False
Japan,Security,2016,58,True
South Korea,Business,2020,1019,False
South Korea,All,2014,305,True
South Korea,Security,2020,417,False
Netherlands,Telecommunications,2016,2,True
Netherlands,Transportation,2015,0,True
Netherlands,Life Sciences,2022,8,False
Netherlands,All,2021,44,False
Taiwan,Security,2014,0,True
China (mainland),Life Sciences,2020,2291,False
Lithuania,Personal Devices and Computing,2020,1,False
Ukraine,Telecommunications,2021,0,False
Serbia,Transportation,2018,1,False
South Africa,Security,2023,0,False
Switzerland,Industry and Manufacturing,2020,1,False
Romania,All,2021,2,False
Romania,All,2022,1,False
Romania,Personal Devices and Computing,2017,0,True
Peru,All,2018,3,False
Peru,Physical Sciences and Engineering,2020,1,False
Bulgaria,Security,2022,0,False
Bulgaria,Security,2023,0,False
Croatia,Transportation,2015,0,True
Croatia,All,2019,1,False
Hong Kong,Banking and Finance,2017,0,True
Hong Kong,Banking and Finance,2018,1,False
Norway,Banking and Finance,2016,0,True
Belgium,Business,2018,1,False
Ireland,Physical Sciences and Engineering,2022,0,False
Czechia,Banking and Finance,2019,0,False
Czechia,Personal Devices and Computing,2023,0,False
Turkey,Industry and Manufacturing,2017,1,True
Turkey,Personal Devices and Computing,2015,2,True
Turkey,Security,2018,0,False
Brazil,Business,2015,4,True
Brazil,Security,2019,7,False
Brazil,Telecommunications,2015,7,True
Hungary,Life Sciences,2015,6,True
Hungary,Personal Devices and Computing,2015,3,True
Hungary,Industry and Manufacturing,2014,0,True
India,Banking and Finance,2016,1,True
India,Security,2014,4,True
Mexico,Personal Devices and Computing,2019,26,False
Malaysia,Industry and Manufacturing,2020,0,False
Malaysia,Life Sciences,2015,2,True
Malaysia,Life Sciences,2021,1,False
New Zealand,Personal Devices and Computing,2021,0,False
New Zealand,All,2014,4,True
New Zealand,All,2016,2,True
New Zealand,Security,2016,0,True
New Zealand,Energy Management,2017,1,True
Russia,Physical Sciences and Engineering,2017,7,True
Russia,Personal Devices and Computing,2021,13,False
Russia,Energy Management,2014,0,True
Singapore,All,2018,135,False
Singapore,Banking and Finance,2014,2,True
Austria,Energy Management,2014,0,True
Austria,Energy Management,2015,2,True
Austria,Industry and Manufacturing,2020,2,False
Canada,Business,2014,6,True
Canada,All,2018,512,False
Canada,Transportation,2015,31,True
Canada,Personal Devices and Computing,2017,160,True
Finland,Energy Management,2016,0,True
Finland,All,2016,7,True
Finland,Banking and Finance,2022,0,False
Israel,Business,2014,1,True
Poland,Banking and Finance,2016,0,True
Poland,Industry and Manufacturing,2020,1,False
Poland,Personal Devices and Computing,2019,8,False
Portugal,Personal Devices and Computing,2022,0,False
Portugal,Business,2020,0,False
Sweden,Life Sciences,2019,5,False
Australia,Life Sciences,2021,230,False
Australia,Life Sciences,2022,7,False
Australia,All,2016,205,True
Australia,Physical Sciences and Engineering,2019,36,False
Germany,Banking and Finance,2014,0,True
Germany,Banking and Finance,2018,16,False
Spain,Industry and Manufacturing,2017,3,True
Spain,Transportation,2022,0,False
Spain,Energy Management,2021,1,False
France,Business,2022,0,False
France,Telecommunications,2018,19,False
Greece,Energy Management,2019,1,False
Greece,Security,2016,0,True
Greece,Security,2020,0,False
Japan,Energy Management,2023,1,False
Japan,Banking and Finance,2016,32,True
Japan,Telecommunications,2014,44,True
Japan,Transportation,2022,14,False
South Korea,Transportation,2018,255,False
Netherlands,Telecommunications,2017,0,True
Taiwan,Security,2020,11,False
Taiwan,Telecommunications,2018,29,False
China (mainland),Transportation,2014,53,True
Lithuania,Business,2014,0,True
Ukraine,Business,2016,0,True
Ukraine,Energy Management,2015,0,True
Ukraine,Personal Devices and Computing,2017,0,True
Ukraine,Banking and Finance,2018,0,False
Ukraine,Physical Sciences and Engineering,2016,0,True
South Africa,Energy Management,2016,0,True
South Africa,Energy Management,2020,0,False
Romania,Telecommunications,2017,1,True
Romania,Security,2021,0,False
Romania,Banking and Finance,2015,0,True
Philippines,Banking and Finance,2018,0,False
Peru,Business,2015,0,True
Peru,Business,2019,0,False
Slovenia,Industry and Manufacturing,2018,0,False
Bulgaria,Personal Devices and Computing,2021,0,False
Bulgaria,Telecommunications,2020,0,False
Bulgaria,Physical Sciences and Engineering,2023,0,False
Colombia,Banking and Finance,2019,0,False
Slovakia,Industry and Manufacturing,2015,0,True
Hong Kong,Business,2016,0,True
Norway,Personal Devices and Computing,2022,0,False
Norway,Telecommunications,2016,0,True
Luxembourg,Life Sciences,2018,3,False
Luxembourg,Security,2016,0,True
Czechia,Physical Sciences and Engineering,2022,0,False
Uruguay,Business,2020,0,False
Uruguay,Life Sciences,2017,0,True
Latvia,All,2020,1,False
Turkey,Business,2016,1,True
Morocco,All,2019,4,False
Morocco,Security,2018,0,False
Brazil,Transportation,2015,23,True
Brazil,Transportation,2016,22,True
Brazil,Industry and Manufacturing,2015,2,True
Hungary,Banking and Finance,2020,0,False
Hungary,Life Sciences,2014,0,True
Hungary,Telecommunications,2015,0,True
India,Transportation,2020,0,False
India,Telecommunications,2020,0,False
India,Security,2015,2,True
India,All,2014,29,True
Italy,Telecommunications,2014,1,True
Italy,Telecommunications,2020,3,False
Mexico,Banking and Finance,2015,1,True
Mexico,Business,2014,2,True
New Zealand,Banking and Finance,2017,0,True
New Zealand,Industry and Manufacturing,2015,1,True
Russia,Business,2016,10,True
Austria,Energy Management,2016,2,True
Canada,Life Sciences,2017,120,True
Canada,Energy Management,2020,7,False
Denmark,All,2020,15,False
Denmark,Personal Devices and Computing,2020,5,False
Israel,Industry and Manufacturing,2016,0,True
Israel,Personal Devices and Computing,2022,1,False
Israel,Security,2014,0,True
Israel,Security,2017,3,True
Israel,Life Sciences,2022,0,False
Poland,All,2020,7,False
Poland,Physical Sciences and Engineering,2021,2,False
Portugal,Industry and Manufacturing,2015,0,True
Portugal,Business,2017,0,True
Sweden,Physical Sciences and Engineering,2019,2,False
Sweden,Business,2016,2,True
Australia,Transportation,2015,13,True
Australia,Banking and Finance,2014,2,True
Australia,Telecommunications,2019,81,False
Germany,Business,2015,8,True
Spain,Physical Sciences and Engineering,2015,1,True
Spain,Banking and Finance,2015,3,True
France,Energy Management,2021,5,False
France,Personal Devices and Computing,2015,10,True
United Kingdom,Security,2022,4,False
United Kingdom,Industry and Manufacturing,2016,11,True
United Kingdom,All,2022,67,False
United Kingdom,Banking and Finance,2022,2,False
Greece,Industry and Manufacturing,2022,0,False
Greece,Life Sciences,2022,4,False
Japan,Physical Sciences and Engineering,2016,33,True
South Korea,Banking and Finance,2019,158,False
South Korea,Energy Management,2018,172,False
Netherlands,Telecommunications,2019,3,False
Netherlands,Life Sciences,2015,2,True
Taiwan,Personal Devices and Computing,2020,136,False
United States,Energy Management,2015,69,True
United States,Security,2016,387,True
China (mainland),Business,2023,2274,False
China (mainland),Security,2019,555,False
China (mainland),Transportation,2016,270,True
Lithuania,Life Sciences,2020,1,False
Lithuania,Personal Devices and Computing,2018,3,False
Lithuania,All,2020,4,False
Ukraine,Banking and Finance,2021,0,False
Serbia,Industry and Manufacturing,2015,1,True
Serbia,Security,2018,0,False
South Africa,Energy Management,2017,0,True
South Africa,Transportation,2014,0,True
South Africa,Life Sciences,2017,1,True
Switzerland,Physical Sciences and Engineering,2016,1,True
Romania,Life Sciences,2019,0,False
Philippines,Security,2020,0,False
Philippines,Business,2015,0,True
Philippines,Banking and Finance,2015,1,True
Philippines,All,2017,1,True
Slovenia,All,2018,5,False
Slovenia,Physical Sciences and Engineering,2015,0,True
Bulgaria,Transportation,2017,0,True
Bulgaria,Industry and Manufacturing,2021,0,False
Bulgaria,Physical Sciences and Engineering,2015,0,True
Bulgaria,Security,2017,0,True
Norway,Energy Management,2021,0,False
Luxembourg,Personal Devices and Computing,2017,1,True
Luxembourg,Transportation,2019,1,False
Belgium,Energy Management,2020,0,False
Belgium,Industry and Manufacturing,2017,0,True
Czechia,Security,2021,0,False
Czechia,Industry and Manufacturing,2020,0,False
Argentina,Energy Management,2019,0,False
Iran,Personal Devices and Computing,2018,1,False
Turkey,Telecommunications,2018,2,False
Morocco,All,2017,2,True
Brazil,Energy Management,2016,1,True
Brazil,Industry and Manufacturing,2020,8,False
Brazil,Physical Sciences and Engineering,2018,11,False
Brazil,Telecommunications,2018,13,False
Hungary,Business,2018,0,False
India,Transportation,2015,2,True
India,Transportation,2018,11,False
India,Energy Management,2021,0,False
Italy,Telecommunications,2019,7,False
Italy,Industry and Manufacturing,2016,2,True
Mexico,Telecommunications,2020,14,False
Malaysia,Banking and Finance,2014,0,True
New Zealand,Telecommunications,2016,0,True
New Zealand,Life Sciences,2014,3,True
Russia,Life Sciences,2016,30,True
Singapore,All,2015,24,True
Singapore,Personal Devices and Computing,2018,66,False
Singapore,Transportation,2014,0,True
Singapore,Transportation,2019,6,False
Austria,Telecommunications,2021,2,False
Austria,All,2015,2,True
Austria,All,2021,10,False
Canada,Physical Sciences and Engineering,2014,9,True
Canada,Security,2022,0,False
Denmark,Energy Management,2014,1,True
Denmark,Energy Management,2015,2,True
Denmark,Business,2019,1,False
Denmark,Banking and Finance,2020,0,False
Denmark,Life Sciences,2015,9,True
Finland,Personal Devices and Computing,2015,2,True
Finland,Personal Devices and Computing,2016,3,True
Finland,All,2020,22,False
Finland,Banking and Finance,2020,0,False
Israel,Transportation,2021,1,False
Israel,Telecommunications,2019,4,False
Poland,All,2021,6,False
Poland,Business,2022,0,False
Poland,Security,2019,1,False
Portugal,Banking and Finance,2017,0,True
Portugal,Industry and Manufacturing,2022,0,False
Australia,Business,2019,66,False
Germany,All,2014,48,True
Germany,Physical Sciences and Engineering,2022,9,False
Spain,Telecommunications,2023,0,False
Spain,Life Sciences,2023,0,False
Spain,Security,2023,0,False
Spain,Personal Devices and Computing,2016,21,True
Spain,Personal Devices and Computing,2017,22,True
France,Business,2021,7,False
France,Transportation,2021,25,False
France,All,2021,115,False
United Kingdom,Physical Sciences and Engineering,2018,27,False
United Kingdom,Physical Sciences and Engineering,2020,9,False
United Kingdom,All,2018,248,False
Greece,All,2014,1,True
Japan,Energy Management,2019,105,False
Japan,Banking and Finance,2017,61,True
Japan,Business,2022,17,False
South Korea,Banking and Finance,2015,8,True
Netherlands,Business,2015,0,True
Taiwan,All,2017,152,True
Taiwan,All,2023,25,False
United States,All,2018,11233,False
United States,Physical Sciences and Engineering,2016,123,True
United States,Telecommunications,2019,3039,False
United States,Personal Devices and Computing,2018,6529,False
Lithuania,Industry and Manufacturing,2022,0,False
Ukraine,All,2016,4,True
Ukraine,All,2019,2,False
Ukraine,Security,2015,0,True
Serbia,Energy Management,2018,0,False
South Africa,Transportation,2022,0,False
Switzerland,Telecommunications,2021,0,False
Romania,Industry and Manufacturing,2016,0,True
Romania,Personal Devices and Computing,2016,0,True
Romania,Personal Devices and Computing,2021,0,False
Bulgaria,Energy Management,2019,0,False
Bulgaria,Banking and Finance,2015,0,True
Croatia,Business,2015,0,True
Croatia,Energy Management,2019,0,False
